,UID,movie,tag,rating,familiar,how_often,easy,how_long_ago,consistency,obj,subj,misc,genre,label,category
722,1115,Pulp Fiction (1994),overrated,3,5.0,5.0,2.0,3.0,0,0,0,1,0,2.0,subjective
723,1197,Pulp Fiction (1994),overrated,1,5.0,5.0,5.0,4.0,0,0,0,1,0,2.0,subjective
724,1298,Pulp Fiction (1994),overrated,4,5.0,4.0,5.0,1.0,1,0,0,1,0,2.0,subjective
725,7,Aladdin (1992),thriller,4,2.0,3.0,3.0,1.0,0,0,0,0,1,3.0,genre
726,236,Aladdin (1992),thriller,5,4.0,4.0,3.0,2.0,0,0,0,0,1,3.0,genre
727,246,Aladdin (1992),thriller,1,5.0,4.0,5.0,4.0,1,0,0,0,1,3.0,genre
728,381,Aladdin (1992),thriller,1,4.0,3.0,5.0,2.0,1,0,0,0,1,3.0,genre
729,678,Aladdin (1992),thriller,1,5.0,4.0,4.0,1.0,1,0,0,0,1,3.0,genre
730,708,Aladdin (1992),thriller,1,5.0,5.0,5.0,,1,0,0,0,1,3.0,genre
731,1460,Aladdin (1992),thriller,1,5.0,2.0,5.0,1.0,1,0,0,0,1,3.0,genre
732,1470,Aladdin (1992),thriller,2,5.0,4.0,4.0,4.0,0,0,0,0,1,3.0,genre
733,1492,Aladdin (1992),thriller,2,5.0,5.0,2.0,1.0,0,0,0,0,1,3.0,genre
734,1527,Aladdin (1992),thriller,2,5.0,4.0,4.0,3.0,0,0,0,0,1,3.0,genre
735,72,Star Wars: Episode IV - A New Hope (1977),thriller,5,4.0,5.0,5.0,2.0,1,0,0,0,1,3.0,genre
736,222,Star Wars: Episode IV - A New Hope (1977),thriller,5,4.0,4.0,4.0,2.0,1,0,0,0,1,3.0,genre
737,248,Star Wars: Episode IV - A New Hope (1977),thriller,1,5.0,4.0,1.0,2.0,0,0,0,0,1,3.0,genre
738,775,Star Wars: Episode IV - A New Hope (1977),thriller,4,4.0,4.0,3.0,4.0,0,0,0,0,1,3.0,genre
739,1591,Star Wars: Episode IV - A New Hope (1977),thriller,4,4.0,4.0,5.0,1.0,0,0,0,0,1,3.0,genre
740,210,"Fugitive, The (1993)",thriller,3,5.0,5.0,2.0,1.0,0,0,0,0,1,3.0,genre
741,468,"Fugitive, The (1993)",thriller,5,5.0,4.0,4.0,4.0,1,0,0,0,1,3.0,genre
742,1021,"Fugitive, The (1993)",thriller,4,3.0,3.0,3.0,3.0,0,0,0,0,1,3.0,genre
743,1174,"Fugitive, The (1993)",thriller,3,5.0,5.0,4.0,4.0,0,0,0,0,1,3.0,genre
744,1197,"Fugitive, The (1993)",thriller,5,5.0,5.0,,4.0,1,0,0,0,1,3.0,genre
745,266,"Usual Suspects, The (1995)",thriller,5,5.0,5.0,5.0,2.0,1,0,0,0,1,3.0,genre
746,394,"Usual Suspects, The (1995)",thriller,5,4.0,4.0,4.0,4.0,1,0,0,0,1,3.0,genre
747,986,"Usual Suspects, The (1995)",thriller,4,5.0,3.0,5.0,4.0,0,0,0,0,1,3.0,genre
748,1029,"Usual Suspects, The (1995)",thriller,4,3.0,3.0,4.0,3.0,0,0,0,0,1,3.0,genre
749,1106,"Usual Suspects, The (1995)",thriller,5,2.0,3.0,4.0,3.0,1,0,0,0,1,3.0,genre
750,354,Dances with Wolves (1990),thriller,1,5.0,4.0,1.0,4.0,0,0,0,0,1,3.0,genre
751,999,Dances with Wolves (1990),thriller,2,5.0,3.0,3.0,1.0,1,0,0,0,1,3.0,genre
752,998,Dances with Wolves (1990),thriller,1,4.0,2.0,5.0,,0,0,0,0,1,3.0,genre
753,1001,Dances with Wolves (1990),thriller,2,5.0,3.0,4.0,4.0,1,0,0,0,1,3.0,genre
754,1031,Dances with Wolves (1990),thriller,2,4.0,4.0,2.0,1.0,1,0,0,0,1,3.0,genre
755,1040,Dances with Wolves (1990),thriller,1,3.0,3.0,5.0,3.0,0,0,0,0,1,3.0,genre
756,1039,Dances with Wolves (1990),thriller,4,5.0,4.0,3.0,4.0,0,0,0,0,1,3.0,genre
757,950,Braveheart (1995),thriller,1,1.0,1.0,5.0,,1,0,0,0,1,3.0,genre
758,989,Braveheart (1995),thriller,3,5.0,4.0,3.0,3.0,0,0,0,0,1,3.0,genre
759,1066,Braveheart (1995),thriller,1,5.0,4.0,4.0,4.0,1,0,0,0,1,3.0,genre
760,1115,Braveheart (1995),thriller,2,4.0,3.0,4.0,2.0,0,0,0,0,1,3.0,genre
761,1197,Braveheart (1995),thriller,4,5.0,5.0,4.0,4.0,0,0,0,0,1,3.0,genre
762,7,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,2.0,2.0,3.0,,1,0,1,0,0,1.0,misc
763,31,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,3.0,3.0,4.0,2.0,1,0,1,0,0,1.0,misc
764,216,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,,,4.0,4.0,1,0,1,0,0,1.0,misc
765,219,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,2,2.0,3.0,2.0,4.0,0,0,1,0,0,1.0,misc
766,309,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,2.0,2.0,3.0,1.0,1,0,1,0,0,1.0,misc
767,359,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,3.0,2.0,5.0,1.0,1,0,1,0,0,1.0,misc
768,361,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,5,4.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
769,1311,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,4,3.0,2.0,4.0,,0,0,1,0,0,1.0,misc
770,1324,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,4,3.0,2.0,4.0,3.0,0,0,1,0,0,1.0,misc
771,1425,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,5.0,2.0,4.0,3.0,1,0,1,0,0,1.0,misc
772,1633,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,3.0,3.0,2.0,3.0,1,0,1,0,0,1.0,misc
773,1660,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,5,3.0,2.0,,3.0,0,0,1,0,0,1.0,misc
774,46,Dark City (1998),steampunk,4,2.0,3.0,4.0,2.0,1,0,1,0,0,1.0,misc
775,66,Dark City (1998),steampunk,5,5.0,5.0,4.0,4.0,0,0,1,0,0,1.0,misc
776,103,Dark City (1998),steampunk,2,4.0,3.0,,2.0,0,0,1,0,0,1.0,misc
777,114,Dark City (1998),steampunk,4,3.0,2.0,5.0,4.0,1,0,1,0,0,1.0,misc
778,228,Dark City (1998),steampunk,4,4.0,3.0,3.0,3.0,1,0,1,0,0,1.0,misc
779,245,Dark City (1998),steampunk,5,5.0,5.0,5.0,2.0,0,0,1,0,0,1.0,misc
780,254,Dark City (1998),steampunk,4,3.0,3.0,3.0,2.0,1,0,1,0,0,1.0,misc
781,378,Dark City (1998),steampunk,5,4.0,2.0,5.0,2.0,0,0,1,0,0,1.0,misc
782,380,Dark City (1998),steampunk,4,4.0,3.0,4.0,4.0,1,0,1,0,0,1.0,misc
783,1562,Dark City (1998),steampunk,4,3.0,2.0,4.0,3.0,1,0,1,0,0,1.0,misc
784,1655,Dark City (1998),steampunk,1,5.0,4.0,2.0,4.0,0,0,1,0,0,1.0,misc
785,1687,Dark City (1998),steampunk,3,2.0,,2.0,3.0,0,0,1,0,0,1.0,misc
786,46,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,3,2.0,3.0,,3.0,0,0,1,0,0,1.0,misc
787,956,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,5,4.0,4.0,5.0,3.0,1,0,1,0,0,1.0,misc
788,975,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,5,5.0,4.0,4.0,2.0,1,0,1,0,0,1.0,misc
789,997,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,5,4.0,2.0,5.0,1.0,1,0,1,0,0,1.0,misc
790,1416,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,4,4.0,3.0,4.0,3.0,0,0,1,0,0,1.0,misc
791,1419,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,4,3.0,1.0,3.0,2.0,0,0,1,0,0,1.0,misc
792,1434,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,5,5.0,5.0,5.0,4.0,1,0,1,0,0,1.0,misc
793,50,Waterworld (1995),steampunk,5,4.0,5.0,4.0,2.0,0,0,1,0,0,1.0,misc
794,105,Waterworld (1995),steampunk,2,2.0,1.0,2.0,4.0,0,0,1,0,0,1.0,misc
795,103,Waterworld (1995),steampunk,3,4.0,3.0,3.0,3.0,1,0,1,0,0,1.0,misc
796,249,Waterworld (1995),steampunk,5,5.0,5.0,4.0,4.0,0,0,1,0,0,1.0,misc
797,282,Waterworld (1995),steampunk,3,5.0,2.0,4.0,2.0,1,0,1,0,0,1.0,misc
798,1631,Waterworld (1995),steampunk,4,4.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
799,1660,Waterworld (1995),steampunk,3,3.0,2.0,4.0,3.0,1,0,1,0,0,1.0,misc
800,157,Forrest Gump (1994),steampunk,4,4.0,5.0,4.0,4.0,1,0,1,0,0,1.0,misc
801,1084,Forrest Gump (1994),steampunk,2,3.0,2.0,2.0,1.0,0,0,1,0,0,1.0,misc
802,1109,Forrest Gump (1994),steampunk,1,5.0,5.0,1.0,2.0,0,0,1,0,0,1.0,misc
803,1259,Forrest Gump (1994),steampunk,4,4.0,2.0,4.0,3.0,1,0,1,0,0,1.0,misc
804,1476,Forrest Gump (1994),steampunk,1,1.0,1.0,4.0,4.0,0,0,1,0,0,1.0,misc
805,1498,"Silence of the Lambs, The (1991)",steampunk,1,1.0,1.0,1.0,1.0,1,0,1,0,0,1.0,misc
806,31,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,4.0,2.0,2.0,1,0,0,1,0,2.0,subjective
807,61,Men in Black (a.k.a. MIB) (1997),funny,5,5.0,4.0,5.0,3.0,0,0,0,1,0,2.0,subjective
808,63,Men in Black (a.k.a. MIB) (1997),funny,4,3.0,3.0,3.0,3.0,1,0,0,1,0,2.0,subjective
809,66,Men in Black (a.k.a. MIB) (1997),funny,5,3.0,5.0,3.0,3.0,0,0,0,1,0,2.0,subjective
810,102,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,5.0,4.0,3.0,1,0,0,1,0,2.0,subjective
811,157,Men in Black (a.k.a. MIB) (1997),funny,5,4.0,3.0,4.0,4.0,0,0,0,1,0,2.0,subjective
812,213,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,5.0,,2.0,1,0,0,1,0,2.0,subjective
813,253,Men in Black (a.k.a. MIB) (1997),funny,3,5.0,2.0,,2.0,0,0,0,1,0,2.0,subjective
814,255,Men in Black (a.k.a. MIB) (1997),funny,4,3.0,4.0,4.0,3.0,1,0,0,1,0,2.0,subjective
815,273,Men in Black (a.k.a. MIB) (1997),funny,3,3.0,4.0,4.0,2.0,0,0,0,1,0,2.0,subjective
816,282,Men in Black (a.k.a. MIB) (1997),funny,5,5.0,5.0,,1.0,0,0,0,1,0,2.0,subjective
817,340,Men in Black (a.k.a. MIB) (1997),funny,4,4.0,3.0,3.0,,1,0,0,1,0,2.0,subjective
818,358,Men in Black (a.k.a. MIB) (1997),funny,5,5.0,5.0,5.0,4.0,0,0,0,1,0,2.0,subjective
819,361,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,4.0,4.0,3.0,1,0,0,1,0,2.0,subjective
820,386,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,5.0,4.0,2.0,1,0,0,1,0,2.0,subjective
821,387,Men in Black (a.k.a. MIB) (1997),funny,3,5.0,5.0,3.0,3.0,0,0,0,1,0,2.0,subjective
822,406,Men in Black (a.k.a. MIB) (1997),funny,2,4.0,5.0,4.0,1.0,0,0,0,1,0,2.0,subjective
823,439,Men in Black (a.k.a. MIB) (1997),funny,5,5.0,5.0,4.0,1.0,0,0,0,1,0,2.0,subjective
824,1214,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
825,1235,Men in Black (a.k.a. MIB) (1997),funny,5,4.0,5.0,3.0,4.0,0,0,0,1,0,2.0,subjective
826,1352,Men in Black (a.k.a. MIB) (1997),funny,5,5.0,5.0,4.0,2.0,0,0,0,1,0,2.0,subjective
827,1617,Men in Black (a.k.a. MIB) (1997),funny,4,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
828,108,Mrs. Doubtfire (1993),funny,4,5.0,3.0,4.0,2.0,0,0,0,1,0,2.0,subjective
829,213,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,3.0,1,0,0,1,0,2.0,subjective
830,236,Mrs. Doubtfire (1993),funny,5,4.0,4.0,3.0,2.0,1,0,0,1,0,2.0,subjective
831,249,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,4.0,1,0,0,1,0,2.0,subjective
832,253,Mrs. Doubtfire (1993),funny,2,5.0,2.0,2.0,4.0,0,0,0,1,0,2.0,subjective
833,266,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,3.0,1,0,0,1,0,2.0,subjective
834,282,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,4.0,1,0,0,1,0,2.0,subjective
835,322,Mrs. Doubtfire (1993),funny,5,5.0,5.0,,2.0,1,0,0,1,0,2.0,subjective
836,327,Mrs. Doubtfire (1993),funny,5,5.0,2.0,5.0,4.0,1,0,0,1,0,2.0,subjective
837,339,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,4.0,1,0,0,1,0,2.0,subjective
838,311,Mrs. Doubtfire (1993),funny,4,5.0,5.0,4.0,3.0,0,0,0,1,0,2.0,subjective
839,395,Mrs. Doubtfire (1993),funny,5,4.0,4.0,4.0,2.0,1,0,0,1,0,2.0,subjective
840,394,Mrs. Doubtfire (1993),funny,5,5.0,4.0,4.0,4.0,1,0,0,1,0,2.0,subjective
841,441,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,1.0,1,0,0,1,0,2.0,subjective
842,1101,Mrs. Doubtfire (1993),funny,5,5.0,5.0,4.0,2.0,1,0,0,1,0,2.0,subjective
843,1132,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,,1,0,0,1,0,2.0,subjective
844,1143,Mrs. Doubtfire (1993),funny,4,4.0,4.0,4.0,1.0,0,0,0,1,0,2.0,subjective
845,1219,Mrs. Doubtfire (1993),funny,5,5.0,4.0,5.0,2.0,1,0,0,1,0,2.0,subjective
846,1425,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,3.0,1,0,0,1,0,2.0,subjective
847,1429,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,3.0,1,0,0,1,0,2.0,subjective
848,1441,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,4.0,1,0,0,1,0,2.0,subjective
849,1505,Mrs. Doubtfire (1993),funny,5,5.0,5.0,5.0,4.0,1,0,0,1,0,2.0,subjective
850,1528,Mrs. Doubtfire (1993),funny,5,5.0,4.0,5.0,4.0,1,0,0,1,0,2.0,subjective
851,1607,Mrs. Doubtfire (1993),funny,5,5.0,4.0,5.0,4.0,1,0,0,1,0,2.0,subjective
852,264,Jurassic Park (1993),funny,1,5.0,3.0,5.0,4.0,1,0,0,1,0,2.0,subjective
853,400,Jurassic Park (1993),funny,1,5.0,5.0,1.0,4.0,1,0,0,1,0,2.0,subjective
854,1032,Jurassic Park (1993),funny,1,4.0,2.0,2.0,3.0,1,0,0,1,0,2.0,subjective
855,1149,Jurassic Park (1993),funny,2,5.0,5.0,2.0,,0,0,0,1,0,2.0,subjective
856,1171,Jurassic Park (1993),funny,4,5.0,5.0,3.0,4.0,0,0,0,1,0,2.0,subjective
857,1370,Jurassic Park (1993),funny,3,4.0,3.0,2.0,2.0,0,0,0,1,0,2.0,subjective
858,322,Star Wars: Episode IV - A New Hope (1977),funny,4,5.0,5.0,2.0,2.0,0,0,0,1,0,2.0,subjective
859,447,Star Wars: Episode IV - A New Hope (1977),funny,2,5.0,4.0,3.0,2.0,1,0,0,1,0,2.0,subjective
860,950,Star Wars: Episode IV - A New Hope (1977),funny,2,3.0,3.0,3.0,,1,0,0,1,0,2.0,subjective
861,959,Star Wars: Episode IV - A New Hope (1977),funny,2,5.0,5.0,,3.0,1,0,0,1,0,2.0,subjective
862,1051,Star Wars: Episode IV - A New Hope (1977),funny,3,5.0,5.0,3.0,1.0,0,0,0,1,0,2.0,subjective
863,1145,Star Wars: Episode IV - A New Hope (1977),funny,2,5.0,5.0,3.0,2.0,1,0,0,1,0,2.0,subjective
864,323,True Lies (1994),funny,1,5.0,5.0,1.0,4.0,0,0,0,1,0,2.0,subjective
865,393,True Lies (1994),funny,4,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
866,775,True Lies (1994),funny,4,5.0,5.0,4.0,2.0,1,0,0,1,0,2.0,subjective
867,959,True Lies (1994),funny,2,5.0,5.0,4.0,3.0,0,0,0,1,0,2.0,subjective
868,953,True Lies (1994),funny,4,4.0,5.0,4.0,3.0,1,0,0,1,0,2.0,subjective
869,973,True Lies (1994),funny,3,3.0,4.0,1.0,2.0,0,0,0,1,0,2.0,subjective
870,931,Forrest Gump (1994),funny,4,5.0,5.0,3.0,2.0,1,0,0,1,0,2.0,subjective
871,1001,Forrest Gump (1994),funny,3,5.0,2.0,4.0,3.0,0,0,0,1,0,2.0,subjective
872,1025,Forrest Gump (1994),funny,5,5.0,5.0,4.0,3.0,0,0,0,1,0,2.0,subjective
873,1116,Forrest Gump (1994),funny,4,5.0,3.0,4.0,4.0,1,0,0,1,0,2.0,subjective
874,31,"Lion King, The (1994)",animation,2,4.0,5.0,4.0,3.0,0,1,0,0,0,0.0,objective
875,40,"Lion King, The (1994)",animation,4,4.0,3.0,4.0,3.0,0,1,0,0,0,0.0,objective
876,53,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
877,64,"Lion King, The (1994)",animation,5,4.0,5.0,,3.0,1,1,0,0,0,0.0,objective
878,66,"Lion King, The (1994)",animation,5,4.0,3.0,3.0,4.0,1,1,0,0,0,0.0,objective
879,72,"Lion King, The (1994)",animation,4,5.0,4.0,5.0,3.0,0,1,0,0,0,0.0,objective
880,102,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
881,100,"Lion King, The (1994)",animation,5,5.0,4.0,3.0,4.0,1,1,0,0,0,0.0,objective
882,103,"Lion King, The (1994)",animation,5,4.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
883,110,"Lion King, The (1994)",animation,5,5.0,4.0,4.0,2.0,1,1,0,0,0,0.0,objective
884,227,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,2.0,1,1,0,0,0,0.0,objective
885,231,"Lion King, The (1994)",animation,5,4.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
886,232,"Lion King, The (1994)",animation,5,5.0,5.0,,4.0,1,1,0,0,0,0.0,objective
887,246,"Lion King, The (1994)",animation,5,5.0,2.0,5.0,4.0,1,1,0,0,0,0.0,objective
888,249,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
889,255,"Lion King, The (1994)",animation,5,3.0,3.0,4.0,3.0,1,1,0,0,0,0.0,objective
890,256,"Lion King, The (1994)",animation,5,4.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
891,275,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,3.0,1,1,0,0,0,0.0,objective
892,273,"Lion King, The (1994)",animation,5,4.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
893,308,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,3.0,1,1,0,0,0,0.0,objective
894,312,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
895,320,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
896,335,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
897,342,"Lion King, The (1994)",animation,5,5.0,3.0,5.0,4.0,1,1,0,0,0,0.0,objective
898,311,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
899,359,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
900,380,"Lion King, The (1994)",animation,4,5.0,5.0,3.0,3.0,0,1,0,0,0,0.0,objective
901,382,"Lion King, The (1994)",animation,5,5.0,4.0,4.0,4.0,1,1,0,0,0,0.0,objective
902,387,"Lion King, The (1994)",animation,5,4.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
903,391,"Lion King, The (1994)",animation,5,5.0,2.0,5.0,2.0,1,1,0,0,0,0.0,objective
904,381,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
905,401,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
906,406,"Lion King, The (1994)",animation,5,4.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
907,400,"Lion King, The (1994)",animation,3,5.0,5.0,4.0,2.0,0,1,0,0,0,0.0,objective
908,456,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
909,1131,"Lion King, The (1994)",animation,5,5.0,3.0,5.0,4.0,1,1,0,0,0,0.0,objective
910,1132,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
911,1143,"Lion King, The (1994)",animation,4,4.0,4.0,4.0,1.0,0,1,0,0,0,0.0,objective
912,1202,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
913,1232,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
914,1243,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,1.0,1,1,0,0,0,0.0,objective
915,1294,"Lion King, The (1994)",animation,5,5.0,,,3.0,1,1,0,0,0,0.0,objective
916,1334,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,1.0,1,1,0,0,0,0.0,objective
917,1352,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
918,1418,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,1.0,1,1,0,0,0,0.0,objective
919,1419,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
920,1457,"Lion King, The (1994)",animation,5,5.0,4.0,5.0,4.0,1,1,0,0,0,0.0,objective
921,1459,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
922,1470,"Lion King, The (1994)",animation,5,4.0,2.0,5.0,4.0,1,1,0,0,0,0.0,objective
923,1476,"Lion King, The (1994)",animation,5,5.0,4.0,5.0,1.0,1,1,0,0,0,0.0,objective
924,1467,"Lion King, The (1994)",animation,5,5.0,5.0,4.0,1.0,1,1,0,0,0,0.0,objective
925,1505,"Lion King, The (1994)",animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
926,1524,"Lion King, The (1994)",animation,2,5.0,5.0,2.0,2.0,0,1,0,0,0,0.0,objective
927,1540,"Lion King, The (1994)",animation,2,5.0,5.0,4.0,1.0,0,1,0,0,0,0.0,objective
928,1591,"Lion King, The (1994)",animation,5,3.0,3.0,4.0,4.0,1,1,0,0,0,0.0,objective
929,1613,"Lion King, The (1994)",animation,5,4.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
930,1637,"Lion King, The (1994)",animation,5,4.0,3.0,5.0,,1,1,0,0,0,0.0,objective
931,1660,"Lion King, The (1994)",animation,5,4.0,2.0,5.0,4.0,1,1,0,0,0,0.0,objective
932,1662,"Lion King, The (1994)",animation,4,5.0,5.0,2.0,3.0,0,1,0,0,0,0.0,objective
933,1666,"Lion King, The (1994)",animation,5,5.0,4.0,5.0,3.0,1,1,0,0,0,0.0,objective
934,1661,"Lion King, The (1994)",animation,5,5.0,4.0,3.0,4.0,1,1,0,0,0,0.0,objective
935,1683,"Lion King, The (1994)",animation,5,5.0,2.0,5.0,3.0,1,1,0,0,0,0.0,objective
936,44,Aladdin (1992),animation,4,4.0,4.0,4.0,3.0,0,1,0,0,0,0.0,objective
937,53,Aladdin (1992),animation,5,5.0,5.0,,4.0,1,1,0,0,0,0.0,objective
938,75,Aladdin (1992),animation,5,5.0,4.0,5.0,2.0,1,1,0,0,0,0.0,objective
939,232,Aladdin (1992),animation,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
940,247,Aladdin (1992),animation,5,5.0,4.0,5.0,2.0,1,1,0,0,0,0.0,objective
941,317,Aladdin (1992),animation,5,5.0,2.0,5.0,2.0,1,1,0,0,0,0.0,objective
942,450,Aladdin (1992),animation,5,5.0,4.0,5.0,1.0,1,1,0,0,0,0.0,objective
943,1167,Aladdin (1992),animation,5,5.0,5.0,4.0,2.0,1,1,0,0,0,0.0,objective
944,1240,Aladdin (1992),animation,5,5.0,,5.0,1.0,1,1,0,0,0,0.0,objective
945,1439,Aladdin (1992),animation,5,5.0,5.0,4.0,2.0,1,1,0,0,0,0.0,objective
946,1494,Aladdin (1992),animation,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
947,1655,Aladdin (1992),animation,5,5.0,4.0,5.0,1.0,1,1,0,0,0,0.0,objective
948,64,Babe (1995),animation,5,4.0,5.0,4.0,,1,1,0,0,0,0.0,objective
949,320,Babe (1995),animation,5,5.0,5.0,,2.0,1,1,0,0,0,0.0,objective
950,319,Babe (1995),animation,3,5.0,3.0,4.0,4.0,0,1,0,0,0,0.0,objective
951,327,Babe (1995),animation,2,5.0,2.0,4.0,4.0,0,1,0,0,0,0.0,objective
952,407,Babe (1995),animation,1,5.0,5.0,1.0,4.0,0,1,0,0,0,0.0,objective
953,409,Babe (1995),animation,2,5.0,5.0,4.0,4.0,0,1,0,0,0,0.0,objective
954,446,Babe (1995),animation,3,5.0,4.0,3.0,3.0,0,1,0,0,0,0.0,objective
955,1185,Babe (1995),animation,5,5.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
956,1199,Babe (1995),animation,4,5.0,5.0,2.0,4.0,0,1,0,0,0,0.0,objective
957,1240,Babe (1995),animation,1,5.0,,,2.0,0,1,0,0,0,0.0,objective
958,1478,Babe (1995),animation,2,5.0,5.0,2.0,4.0,0,1,0,0,0,0.0,objective
959,1493,Babe (1995),animation,4,4.0,4.0,4.0,4.0,0,1,0,0,0,0.0,objective
960,1516,Babe (1995),animation,1,5.0,5.0,5.0,3.0,0,1,0,0,0,0.0,objective
961,1631,Babe (1995),animation,5,5.0,4.0,3.0,3.0,1,1,0,0,0,0.0,objective
962,1656,Babe (1995),animation,2,5.0,4.0,2.0,4.0,0,1,0,0,0,0.0,objective
963,217,Forrest Gump (1994),animation,2,5.0,5.0,5.0,3.0,0,1,0,0,0,0.0,objective
964,1044,Forrest Gump (1994),animation,1,5.0,4.0,5.0,2.0,1,1,0,0,0,0.0,objective
965,1115,Forrest Gump (1994),animation,4,2.0,2.0,3.0,1.0,0,1,0,0,0,0.0,objective
966,1149,Forrest Gump (1994),animation,1,5.0,5.0,1.0,4.0,1,1,0,0,0,0.0,objective
